id_string,question,answers,label,context,chat_gptanswer,confidence,gpt3_answer
train_1516,"Which one of the following, if true, would most weaken the argument?","['Sixty percent of those in the study who did not suffer any colds over the six-month period consumed alcohol once per week or more.', 'Seventy-five percent of those in the study who never consumed alcohol suffered at least one cold over the six-month period.', 'Fifty percent of those in the study who consumed alcohol an average of once per week suffered colds over the six-month period.', 'Eighty percent of those in the study who consumed alcohol three times or more per week suffered colds over the six-month period.']",1,"A study of 8, 000 randomly chosen adults in a European country found that 75 percent of those who consumed alcohol an average of twice or more per week over a six-month period suffered at least one cold during that period. We can tentatively conclude from this that consuming alcohol tends to increase one' s susceptibility to colds.",3,90,0
train_1532,"Which one of the following, if true, would most weaken the ethicist's argument?","['Often, cattle or sheep can be raised to maturity on grass from pastureland that is unsuitable for any other kind of farming.', 'Although prime farmland near metropolitan areas is being lost rapidly to suburban development, we could reverse this trend by choosing to live in areas that are already urban.', 'If a grain diet is supplemented with protein derived from non-animal sources, it can have nutritional value equivalent to that of a diet containing meat.', 'Nutritionists agree that a diet composed solely of grain products is not adequate for human health.']",0,"Ethicist: On average, animals raised on grain must be fed sixteen pounds of grain to produce one pound of meat. A pound of meat is more nutritious for humans than a pound of grain, but sixteen pounds of grain could feed many more people than could a pound of meat. With grain yields leveling off, large areas of farmland going out of production each year, and the population rapidly expanding, we must accept the fact that consumption of meat will soon be morally unacceptable.",3,95,3
train_1533,Which one of the following actions would be justified by the principle to which the leader of the group appealed in defending the decision to proceed?,"[""A real-estate developer obtained a permit to demolish a historic apartment building that had not yet been declared a governmentally protected historic landmark. Despite the protests of citizens' groups, the developer then demolished the building."", 'The law requires that no car be operated without a certain amount of insurance coverage. But since the authorities have been unable to design an effective procedure for prosecuting owners of cars that are driven without insurance, many car owners are allowing their insurance to lapse.', ""A physician who had been trained in one country applied for a license to practice medicine in another country. Although he knew he met all the qualifications for this license, he had not yet received it one year after he applied for it. He began to practice medicine without the license in the second country despite the law's requirement for a license."", 'A city resident applied for rezoning of her property so that she could build a bowling alley in a residential community. She based her application on the need for recreational facilities in the community. Her application was turned down by the zoning board, so she decided to forego construction.']",2,"A local group had planned a parade for tomorrow, but city hall has not yet acted on its application for a permit. The group had applied for the permit well in advance, had made sure their application satisfied all the requirements, and was clearly entitled to a permit. Although the law prohibits parades without a permit, the group plans to proceed with its parade. The group' s leader defended its decision by appealing to the principle that citizens need not refrain from actions that fail to comply with the law if they have made a good-faith effort to comply but are prevented from doing so by government inaction.",1,90,3
train_1536,The conclusion above follows logically if which one of the following is assumed?,"['The more difficult it is to learn how to use a piece of software, the more expensive it is to teach a person to use that software.', 'If the initial cost of computer software is high, but the cost of training users is low, prime purchasers will still buy that software.', 'Commercial computer software will not be successful unless prime purchasers buy it.', 'If most prime purchasers of computer software buy a software product, that product will be successful.']",2,"The companies that are the prime purchasers of computer software will not buy a software package if the costs of training staff to use it are high, and we know that it is expensive to teach people a software package that demands the memorization of unfamiliar commands. As a result, to be successful, commercial computer software cannot require users to memorize unfamiliar commands.",0,95,0
train_1540,"If the statements above are true, then each of the following could be true EXCEPT:","['All people who can speed-read are able to concentrate to some extent.', 'Some people can speed-read, and are able to fully concentrate, but are of below-average intelligence.', 'All people who can speed-read are of above average intelligence.', 'Many people of above-average intelligence are unable to fully concentrate.']",1,"Those who have the ability to fully concentrate are always of above-average intelligence. Also, being successfully trained in speed-reading will usually be accompanied by an increased ability to concentrate.",2,100,3
train_1563,Which of the following is an assumption on which this argument depends?,"['Smokers are less likely than nonsmokers to have diets that are rich in vitamins and minerals.', 'Smoking does not introduce into the body chemicals that prevent the helpful vitamins and minerals from entering the bloodstream.', 'People whose diets are deficient in those vitamins and minerals do not typically have other health problems in addition to diminished lung function.', 'Stopping smoking will not typically improve lung function more than any diet changes can.']",1,"The higher the level of certain vitamins and minerals in the bloodstream, the better a person' s lung function, as measured by the amount of air the person can expel in one second. The lung function of smokers is significantly worse, on average, than that of nonsmokers. Clearly, ttherefore, one way for smokers to improve their lung function is for them to increase their intake of foods that are rich in these helpful vitamins and minerals.",0,90,0
train_1577,The conclusion follows logically if which one of the following is assumed?,"['Knowing a proposition to be true is impossible only if it cannot be proven true by observation.', 'Observation alone cannot be used to prove the truth of any proposition.', 'If a proposition can be proven true by observation, then it can be known to be true.', 'Knowing a proposition to be true requires proving it true by observation.']",3,No mathematical proposition can be proven true by observation. It follows that it is impossible to know any mathematical proposition to be true.,1,90,1
train_1604,The art critic's reasoning is most vulnerable to the criticism that it takes for granted that,"['judgments about the quality of an artwork are always a matter of taste', ""an artwork's value is sometimes intrinsic to it"", 'judgments about intrinsic value are always objective', 'judgments about extrinsic value cannot be objective']",3,"Art critic: Criticism focuses on two issues: first, whether the value of an artwork is intrinsic to the work; and second, whether judgments about an artwork' s quality are objective rather than merely matters of taste. These issues are related, for if an artwork' s value is not intrinsic, then it must be extrinsic, and thus judgments about the quality of the work can only be a matter of taste.",1,80,2
train_1642,"Which one of the following, if true, most helps to explain the tendency of corrections in the scientist's field to favor Jones 's theory?","['Even if researchers fail to detect errors in a data-collection process when they examine the data that they collected, that does not guarantee that no such errors exist.', ""Researchers in the scientist's field have formulated several other theories that attempt to explain the same range of phenomena that Jones's theory attempts to explain."", 'Researchers normally give data that is in line with a theory the same weight as data that conflicts with that theory when they are determining whether to accept that theory.', ""Researchers in the scientist's field give data that conflicts with Jones 's theory greater scrutiny than they give data that is in line with Jones's theory.""]",3,"Scientist: A number of errors can plague a data-collection process. Since examining the collected data enables researchers to detect many of these errors, it is standard practice for researchers to correct collected data. However, in my field, there is a striking tendency for such corrections to favor Jones' s theory; that is, the majority of corrections result in the corrected data' s being closer than the uncorrected data to what Jones' s theory predicts.",1,90,2
train_1660,"Which one of the following, if true, most helps to resolve the apparent discrepancy in the information above?","['The production of a hissing sound would have increased the apparent body size of the common ancestor of bird and reptile species.', 'Like its potential predators, the common ancestor of bird and reptile species would have lacked the anatomy necessary to hear hissing sounds.', 'The common ancestor of bird and reptile species would probably have employed multiple threat devices against potential predators.', 'The use of hissing as a threat device would have been less energetically costly than other threat behaviors available to the common ancestor of bird and reptile species.']",0,"Many bird and reptile species use hissing as a threat device against potential predators. The way these species produce hissing sounds is similar enough that it is likely that this behavior developed in an early common ancestor. At the time this common ancestor would have lived, however, none of its potential predators would have yet acquired the anatomy necessary to hear hissing sounds.",1,95,3
train_1696,Harry's method of defending his purchase of an Alma is to,"[""show that John's argument involves a false unstated assumption"", 'disown the principle he formerly held', 'point out that one of the statements John makes in support of his argument is false', 'claim that his is a special case in which the rule need not apply']",0,"John: You told me once that no United States citizen who supports union labor should buy an imported car. Yet you are buying an Alma. Since Alma is one of the biggest makers of imports, I infer that you no longer support unions. Harry: I still support labor unions. Even though Alma is a foreign car company, the car I am buying, the Alma Deluxe, is designed, engineered, and manufactured in the United States.",3,95,3
train_1717,"Which of the following, if true, most helps to justify the psychologists' position?","['Throughout their time in the Corps, whether during war or peace, Marines frequently engage in activities that reinforce the value of cooperation and camaraderie.', 'New recruits are far more likely to engage in independent behavior during the early stages of the USMC Recruit Training than during later stages.', 'During their time in the USMC Recruit Training, new recruits have minimal interactions with people outside of the corps.', 'All branches of the armed forces have levels of internal cohesion much higher than typical civilian groups of similar aged individuals.']",1,"The members of the United States Marine Corps (USMC) are famed for their intense devotion to one another. The Marine motto ""Semper Fidelis"" (Latin, ""Always Faithful"") is taken to connote, among other things, the lifelong devotion a Marine has to his or her comrades in the corps. Psychologists who study cohesion among groups have concluded that the USMC creates this intense bond through its unique Recruit Training program.",0,90,0
train_1719,"Which one of the following statements, if true, most weakens the argument?","['Cereal preferences of adults who watch television are known to be significantly different from the cereal preferences of adults who do not watch television.', 'Both groups rejected cereals low in sugar even when these cereals were heavily advertised on television.', 'The preference for sweets is not a universal trait in humans, and can be influenced by environmental factors such as television advertising.', 'The preferences of children who do not watch television advertising are influenced by the preferences of children who watch the advertising.']",3,"A recent study reveals that television advertising does not significantly affect children' s preferences for breakfast cereals. The study compared two groups of children. One group had watched no television, and the other group had watched average amounts of television and its advertising. Both groups strongly preferred the sugary cereals heavily advertised on television.",1,90,2
train_1737,Which one of the following can be properly inferred from the ecologist's statements?,"['If conservationists intervene to help squirrel monkeys survive, then the squirrel monkeys will not become extinct.', 'At least some of the conservationists who intervene to help the squirrel monkeys survive will do so by preserving second-growth forest habitat for the monkeys.', 'Without the intervention of conservationists, large tracts of second-growth forest habitat will not be preserved for squirrel monkeys.', ""No habitat other than second-growth forest contains plentiful supplies of squirrel monkeys' favorite insects and fruit.""]",2,"Ecologist: Without the intervention of conservationists, squirrel monkeys will become extinct. But they will survive if large tracts of second-growth forest habitat are preserved for them. Squirrel monkeys flourish in second-growth forest because of the plentiful supply of their favorite insects and fruit.",1,90,0
train_1753,Which one of the following arguments most closely conforms to the principle underlying the reasoning in the spokesperson's argument?,"['I object to the policy of making parents responsible for the offenses of their older adolescent children. After all, these adolescents have minds of their own and freely choose to act as they do, often in ways that do not reflect the wishes of their parents.', 'The students are justified in their objection to the reading assignment. Many of the topics concern material that is not covered in class, and students should not be required to do such reading in order to do well in the course.', ""A recent survey revealed that over two-thirds of the teachers in the district are permitted to teach classes on subjects in which they have received no formal training. Thus parents of students in the district should check the qualifications of their children's teachers."", ""Despite all the publicity, I am skeptical of the politician's claims of having just returned from the remote village. Just two days ago a reporter spoke with the villagers and said that not a single one reported seeing the politician in the past several months.""]",0,"A factory spokesperson argued that the factory should not be required to clean up the water in the nearby wetlands, maintaining that although wastewater from the factory polluted the wetlands over the past several years, the factory is not to blame for this, since the disposal of the factory' s wastewater is handled entirely by an independent contractor.",2,80,3
train_1761,Which of the following most logically completes the argument?,"['gymnasts are often given credit for inventing new positions or moves, while football players far more regularly follow the typical moves associated with their position.', 'high school and college football players who have a higher tendency to ACL injury are far less likely to advance to the NFL.', 'gymnasts are in general far more flexible than football players.', 'most gymnasts, as those preparing for the Olympics, are amateur athletes, whereas NFL players are professional athletes.']",1,"A high percentage of injuries to the anterior cruciate ligament (ACL) occurs in athletes. A sophisticated statistical analysis looked at the number of athletes who suffered an ACL injury, and assigned numerical values to both the nature of the stress that produced the injury and to the resultant level of damage to the ACL. Researchers expected that, controlling for level of injury-causing stress, all athletically inclined individuals would show similar tendency toward ACL injury regardless of the specific sport. A surprising outcome is that, equalizing for injuring-causing stress, it appears that gymnasts have a much higher tendency toward ACL injury than do members of the National Football League (NFL), but this is most likely because __",2,90,3
train_1781,A flaw in the argument is that the author,"['ignores the possibility that some food additives are harmful to most people', 'implies that the dye entails no health-related risks', 'presumes that most consumers heed the warning labels on beverage containers', 'treats enjoyment of a beverage as a health-related benefit']",3,"The common procedure for determining whether a food additive should be banned from use is to compare its health-related benefits with its potential risks. Yellow Dye No. 5, an additive used to color lemon soda, might cause allergic reactions in a few consumers. For most consumers of lemon soda, however, the coloring enhances their enjoyment of the beverage. This particular additive should not be banned, ttherefore, because its benefits greatly outweigh its risks.",1,90,0
train_1784,"Which one of the following, if true, most weakens the argument?","['At the place where the sandstone was found, the only geological processes that are likely to mark sandstone in ways that resemble worm tracks could not have occurred at the time the marks were made.', 'There were some early life forms other than worms that are known to have left marks that are hard to distinguish from those found in the piece of sandstone.', 'Most scientists knowledgeable about early animal life believe that worms are likely to have been among the earliest forms of multicellular animal life on Earth, but evidence of their earliest existence is scarce because they are composed solely of soft tissue.', 'It is sometimes difficult to estimate the precise age of a piece of sandstone.']",0,"Geologists recently discovered marks that closely resemble worm tracks in a piece of sandstone. These marks were made more than half a billion years earlier than the earliest known traces of multicellular animal life. Ttherefore, the marks are probably the traces of geological processes rather than of worms.",1,80,1
train_1793,"Which of the following, if true, most helps to explain exception noted above?","['Bamboo is unsuitable as a building material for multistory buildings.', 'In order to protect it from being damaged by termites and beetles, bamboo must be soaked, at some expense, in a preservative.', 'Bamboo growing in an area where land values are increasing is often cleared to make way for construction.', 'Buildings constructed of bamboo are less likely to suffer earthquake damage than are steel and concrete buildings.']",0,"As a construction material, bamboo is as strong as steel and sturdier than concrete. Moreover, in tropical areas bamboo is a much less expensive construction material than either steel or concrete and is always readily available. In tropical areas, ttherefore, building with bamboo makes better economic sense than building with steel or concrete, except where land values are high.",2,90,2
train_1827,"Which one of the following principles, if valid, most helps to justify the columnist's argument?","['We should always undertake the course of action that is likely to have the best consequences in the immediate future.', 'It is strongly in our interest to preserve certain plant and animal species.', 'We should not allow the number of species to diminish any further than is necessary for the flourishing of present and future human populations.', 'We should not allow a change to occur unless we are assured that that change will not jeopardize anything that is important to us.']",3,"Columnist: Although much has been learned, we are still largely ignorant of the intricate interrelationships among species of living organisms. We should, ttherefore, try to preserve the maximum number of species if we have an interest in preserving any, since allowing species toward which we are indifferent to perish might undermine the viability of other species.",2,90,2
train_1849,The argument's conclusion follows logically if which one of the following is assumed?,"['A socially responsible company would never lie about whether its employees are working in unsanitary conditions.', 'A socially responsible company would not have employees working in unsanitary conditions.', 'No company that conceals information from the public is socially responsible.', ""Many employees in Mallotech's factories work in unsanitary conditions.""]",1,"Mallotech portrays itself to the public as a socially responsible company, but critics charge that employees in many of its factories work in unsanitary conditions. Unless these critics are mistaken, then, Mallotech is not accurately portraying itself to the public.",3,100,3
train_1869,Which of the following would it be most useful to know in order to evaluate the argument?,"['Whether the price that farmers receive for feed corn has remained steady over the past few years', 'Whether most of the farmers who tried the genetically modified corn last season applied more insecticide than was actually necessary', 'Whether, for most farmers who plant feed corn, it is their most profitable crop', 'Whether the insecticides typically used on feed corn tend to be more expensive than insecticides typically used on other crops']",1,"Scientists have modified feed corn genetically, increasing its resistance to insect pests. Farmers who tried out the genetically modified corn last season applied less insecticide to their corn fields and still got yields comparable to those they would have gotten with ordinary corn. Ordinary corn seed, however, costs less, and what these farmers saved on insecticide rarely exceeded their extra costs for seed. Ttherefore, for most feed-corn farmers, switching to genetically modified seed would be unlikely to increase profits.",2,90,3
train_1897,""" In the medical investigator's argument, the portion in boldface plays which of the following roles?","['It provides evidence in support of the main conclusion of the argument.', 'It introduces a judgment that the argument opposes.', 'It is the main conclusion of the argument.', 'It presents an explanation that the argument concludes is correct.']",3,"Medical Investigator: ""Podiatrists initially assumed that Meyer' s Rash, an itchy rash between the toes, was a fungal infection similar to athlete' s foot. <b> At first, only Dr. Pannikar argued that Meyer' s Rash was viral in nature. </b> All anti-fungal medications proved utterly ineffective in addressing Meyer' s Rash. Now, recent antibody studies seem to suggest, quite surprisingly, that Meyer' s Rash is caused by a virus.",0,95,0
train_1932,"In the argument given, the two boldfaced portions play which of the following roles?","['The first is a claim that has been used to support a conclusion that the argument accepts; the second is that conclusion.', 'The first is a finding whose accuracy is evaluated in the argument; the second is an intermediate conclusion drawn to support the judgment reached by the argument on the accuracy of that finding.', 'The first is a claim that the argument disputes; the second is a narrower claim that the argument accepts.', 'The first is a finding whose implications are at issue in the argument; the second is an intermediate conclusion that has been used to support a conclusion that the argument criticizes.']",3,"<b> In countries where automobile insurance includes compensation for whiplash injuries sustained in automobile accidents, reports of having suffered such injuries are twice as frequent as they are in countries where whiplash is not covered. </b> Some commentators have argued, correctly, that since there is presently no objective test for whiplash, <b> spurious reports of whiplash injuries cannot be readily identified </b>. These commentators are, however, wrong to draw the further conclusion that in the countries with the higher rates of reported whiplash injuries, half of the reported cases are spurious: clearly, in countries where automobile insurance does not include compensation for whiplash, people often have little incentive to report whiplash injuries that they actually have suffered.",1,95,2
train_1935,"If the statements above are true, which one of the following would also have to be true?","[""Most stories about mad scientists express the author's antiscientific views."", 'Some stories that employ symbolism describe violations of the laws of nature.', 'Horror stories of any kind usually describe characters who are psychologically disturbed.', 'All descriptions of monstrous beasts describe violations of the laws of nature.']",1,"There are two kinds of horror stories: those that describe a mad scientist' s experiments and those that describe a monstrous beast. In some horror stories about monstrous beasts, the monster symbolizes a psychological disturbance in the protagonist. Horror stories about mad scientists, on the other hand, typically express the author' s feeling that scientific knowledge alone is not enough to guide human endeavor. However, despite these differences, both kinds of horror stories share two features: they describe violations of the laws of nature and they are intended to produce dread in the reader.",3,100,3
train_1943,Which one of the following is assumed in the passage?,"[""School calisthenics are an indispensable factor in European children's superior physical fitness."", 'All children can be made physically fit by daily calisthenics.', 'Superior physical fitness produces superior health.', 'North American children can learn to eat a more nutritious diet as well as to exercise daily.']",0,"In Europe, schoolchildren devote time during each school day to calisthenics. North American schools rarely offer a daily calisthenics program. Tests prove that North American children are weaker, slower, and shorter-winded than European children. We must conclude that North American children can be made physically fit only if they participate in school calisthenics on a daily basis.",1,95,1
train_1945,"Which one of the following, if true, most seriously weakens the police commissioner's argument?","[""Last year, the city's overall crime rate decreased by only 5 percent."", 'At the beginning of last year, the police department\'s definition of ""violent crime"" was broadened to include 2 crimes not previously classified as ""violent. ""', 'The city enacted a policy 2 years ago requiring that 100 new police officers be hired in each of the 3 subsequent years.', 'Studies of many other cities have shown a correlation between improving economic conditions and decreased crime rates.']",2,"Police commissioner: Last year our city experienced a 15 percent decrease in the rate of violent crime. At the beginning of that year a new mandatory sentencing law was enacted, which requires that all violent criminals serve time in prison. Since no other major policy changes were made last year, the drop in the crime rate must have been due to the new mandatory sentencing law.",1,90,3
train_1952,The argument is vulnerable to criticism on which one of the following grounds?,"['It presupposes that the popularity of restaurants that specialize in steaks is a result of a decrease in the price of beef.', 'It assumes without warrant that people who eat steak at steak restaurants do not need to reduce their intake of foods that are high in cholesterol.', 'It neglects to consider whether restaurants that specialize in steak try to attract customers by offering steak dinners at low prices.', 'It fails to consider whether the people who patronize steak restaurants have heeded the health officials by reducing their cholesterol intake in their at-home diets.']",3,"Health officials now recommend that people reduce their intake of foods that are high in cholesterol, such as red meat. The recent decline in the total consumption of beef indicates that many people are following this recommendation. But restaurants specializing in steak are flourishing despite an overall decline in the restaurant industry. So clearly there still are a lot of people completely ignoring the health recommendation.",1,90,2
train_1961,Which one of the following situations most closely conforms to the principle cited above?,"['Fred was watching a horror movie. Although he did not expect to be bothered by make-believe monsters, he nonetheless felt frightened when they appeared on the screen.', 'Tamara was reading Hamlet. Although she knew that it was a work of fiction, she still made statements such as ""Hamlet was born in Denmark"" and ""Hamlet was a prince. ""', 'Raheem thought that his sister was in the hospital. Although he was mistaken, he was nevertheless genuinely worried when he believed she was there.', ""Jeremy was upset by the actions that a writer attributed to a secret organization, although he considered it unlikely that the writer's account was accurate.""]",0,"The human emotional response presents an apparent paradox. People believe that they can be genuinely moved only by those things and events that they believe to be actual, yet they have genuine emotional responses to what they know to be fictional.",1,100,3
train_1974,"Which one of the following, if true, would be most damaging to the explanation given above for the decline in newspaper reading?","['Of those members of the population who do not watch television, the percentage who read a newspaper every day has also shown a dramatic decrease.', 'The time people spend with the books and newspapers they read has increased, on average, from 1 to 3 hours per week in the past 20 years.', 'People who spend large amounts of time each day watching television are less able to process and remember printed information than are those who do not watch television.', 'A typical television set is on 6 hours a day, down from an average of 6 1/2 hours a day 5 years ago.']",0,"Despite a steady decrease in the average number of hours worked per person per week, the share of the population that reads a daily newspaper has declined greatly in the past 20 years. But the percentage of the population that watches television daily has shown a similarly dramatic increase over the same period. Clearly, increased television viewing has caused a simultaneous decline in newspaper reading.",2,95,2
train_1988,The reasoning in the argument is flawed because the argument takes for granted that,"['something other than written texts is the best source for historical understanding', 'there are no sources for historical understanding that are neither considered best by historians nor neglected by them', 'the other sources for historical understanding mentioned by the historians surveyed are not important repositories of historical knowledge', 'painting, architecture, music, dance, and culinary arts are important only as sources for historical understanding']",1,"A survey of historians shows that most believe written texts to be the best source for historical understanding. None of the historians regarded painting, architecture, music, dance, or culinary arts as the best source for historical understanding. So these historians neglect many important repositories of historical knowledge.",0,95,2
train_2001,"Which one of the following principles, if valid, most strongly supports the reasoning above?","['The intentions of an action are irrelevant to whether or not that action is justified.', ""One should get involved in other people's problems only with the intention of producing the best overall consequences."", 'No actions based on good intentions are justified unless they also result in success.', 'Interpersonal relations should be conducted in accordance with doing whatever is right, regardless of the consequences.']",2,"Well-intentioned people sometimes attempt to resolve the marital problems of their friends. But these attempts are usually ineffectual and thereby foster resentment among all parties. Thus, even well-intentioned attempts to resolve the marital problems of friends are usually unjustified.",1,90,0
train_2025,"Which one of the following, if true, most helps to explain the difference in the ages of the cedars on cliff faces and those in forests?","['Trees that are older than a few hundred years start to lose the protective outer layer of their bark.', 'The conditions on cliff faces are similar to those in most other places where there are few tall trees.', 'In areas where eastern white cedars grow, forest fires are relatively frequent, but fires cannot reach cliff faces.', 'Eastern white cedar wood is too soft to be used for firewood or modern buildings, but it is occasionally used to make furniture.']",2,"North American eastern white cedars grow both on cliff faces and in forests. Cedars growing on exposed cliff faces receive very few nutrients, and rarely grow bigger than one-tenth the height of cedars growing in forests, where they benefit from moisture and good soil. Yet few eastern white cedars found in forests are as old as four hundred years, while many on cliff faces are more than five hundred years old.",0,80,3
train_2043,Which one of the following most logically completes the argument?,"['receiver-response tests can provide no insight into bird behavior', 'the conclusion of these studies is unconvincing', 'song overlapping is likely not a signal of aggression', 'birds do not respond in a predictable manner to signals of aggression']",1,"Various studies have concluded that song overlapping, the phenomenon where one bird begins a song while another of its species is singing, is a signal of aggression. These studies are based solely on receiver-response tests, which seek to derive conclusions about the intent of a signal based on how others respond to it. However, any response -- even no response -- can be interpreted as a reaction to perceived aggression. Ttherefore, __.",2,95,2
train_2048,"Which of the following, if true, most seriously undermines the prediction?","[""Moneyland already operates casinos in the majority of the state's counties."", 'Apex, Eldorado, and Moneyland are the only organizations licensed to operate casinos in the state.', 'Apex will use funds it obtains from the sale of the five casinos to help fund its acquisition of the Eldorado chain.', ""Some of the state's counties do not permit casinos.""]",1,"With seventeen casinos, Moneyland operates the most casinos in a certain state. Although intent on expanding, it was outmaneuvered by Apex Casinos in negotiations to acquire the Eldorado chain. To complete its acquisition of Eldorado, Apex must sell five casinos to comply with a state law forbidding any owner to operate more than one casino per county. Since Apex will still be left operating twenty casinos in the state, it will then have the most casinos in the state.",0,90,3
train_2069,"In the argument given, the two portions in boldface play which of the following roles?","['The first and the second each describe evidence that has been used to challenge the position that the argument seeks to establish.', 'The first provides evidence in support of the position that the argument seeks to establish; the second is that position.', 'The first is evidence that forms the basis for an objection to the position that the argument seeks to establish; the second is a consideration that is introduced to counter the force of that evidence.', 'The first and the second each provide evidence in support of the position that the argument seeks to establish.']",3,"Although the earliest surviving Greek inscriptions written in an alphabet date from the eighth century B. C. , <b> the fact that the text of these Greek inscriptions sometimes runs from right to left and sometimes from left to right </b> indicates that the Greeks adopted alphabetic writing at least two centuries before these inscriptions were produced. After all, the Greeks learned alphabetic writing from the Phoenicians, and presumably, along with the alphabet, they also adopted the then-current Phoenician practice with respect to the direction of text. <b> And although Phoenician writing was originally inconsistent in direction, by the eighth century B. C. Phoenician was consistently written from right to left and had been for about two centuries </b>.",2,95,2
train_2089,Which one of the following arguments exhibits a flawed pattern of reasoning most similar to the flawed pattern of reasoning exhibited by the argument above?,"[""Most of Molly's classmates are gardeners with a great deal of patience. Since most of Molly's classmates are women, at least one female classmate of Molly's must be a gardener with a great deal of patience."", ""Most gardeners are people with a great deal of patience. Since most of Molly's classmates are gardeners, at least one of Molly's classmates must be a person with a great deal of patience."", ""Most gardeners are people with a great deal of patience. Since most of Molly's classmates are gardeners, at least one of Molly's classmates who is a gardener must be a person with a great deal of patience."", ""Most gardeners are people with a great deal of patience. Since most of Molly's classmates who garden are women, at least one female classmate of Molly's must be a person with a great deal of patience.""]",1,"Most of the employees of the Compujack Corporation are computer programmers. Since most computer programmers receive excellent salaries from their employers, at least one Compujack employee must receive an excellent salary from Compujack.",3,90,2
train_2093,The argument depends on assuming which of the following?,"['The workshops and manufacturing firms that have remained open have a smaller volume of work to do this year than they did last year.', ""Last year the Brindon Bolt Barn's sales volume and revenue were significantly higher than they had been the previous year."", 'The Brindon Bolt Barn is not a company that gets the great majority of its business from customers outside Brindon County.', ""Soon the Brindon Bolt Barn will no longer be the only significant supplier of fasteners to Brindon County's workshops.""]",2,"In Brindon County, virtually all of the fasteners-such as nuts, bolts, and screws-used by workshops and manufacturing firms have for several years been supplied by the Brindon Bolt Barn, a specialist wholesaler. In recent months many of Brindon County' s workshops and manufacturing firms have closed down, and no new ones have opened. Ttherefore, the Brindon Bolt Barn will undoubtedly show a sharp decline in sales volume and revenue for this year as compared to last year.",0,90,0
train_2103,"Each of the following, if true, would strengthen the statistician's argument EXCEPT:","['Other surveys suggest that North Americans are just as concerned about politics as they are about finances.', 'The conclusions drawn in most magazine surveys have eventually been disproved.', 'Other surveys suggest that North Americans are concerned not only with politics and finances, but also with social issues.', 'The credibility of the magazine has been called into question on a number of occasions.']",2,"Statistician: A financial magazine claimed that its survey of its subscribers showed that North Americans are more concerned about their personal finances than about politics. One question was: ""Which do you think about more: politics or the joy of earning money? "" This question is clearly biased. Also, the readers of the magazine are a self-selecting sample. Thus, there is reason to be skeptical about the conclusion drawn in the magazine' s survey.",1,90,0
train_2109,The conclusion of the argument follows logically if which one of the following is assumed?,"[""The association's requirements provide the only reasons there might be for Cecile to disclose her investments."", ""Cecile's office and her position on the timber business's board create no conflicts of interest."", 'Cecile owns no investments in the petrochemical industry.', 'The timber business on whose board Cecile sits is owned by a petrochemical company.']",0,"Cecile' s association requires public disclosure of an officer' s investments in two cases only: when an officer is authorized to disburse association funds, and when an officer sits on the board of a petrochemical company. Cecile, an officer who is not authorized to disburse funds, sits on the board of just one company, a small timber business. Ttherefore, there is no reason for Cecile to publicly disclose her investments at this time.",1,90,2
train_2199,"Which one of the following statements, if true, most seriously weakens the argument?","['There has been a notable decline in the quality of books written in recent years.', 'In recent years, profits in the book publishing industry have been declining.', 'There have always been authors unwilling to be published unless a profit is guaranteed.', 'In the past, often books of intrinsic value would unexpectedly make a sizable profit.']",0,"Book publishers have traditionally published a few books that they thought were of intrinsic merit even though these books were unlikely to make a profit. Nowadays, however, fewer of these books are being published. It seems, ttherefore, that publishers now, more than ever, are more interested in making money than in publishing books of intrinsic value.",3,90,3
train_2201,Which one of the following is an assumption required by the argument?,"[""In any form of government, if anybody gains a greater share of political power than others have, then somebody's rights will be violated."", ""A government can ensure that every citizen's rights are respected by keeping the citizens ignorant of the laws."", 'In any form of government that leads to unequal distribution of political power, the rights of the majority of people will be violated.', 'People who have more political power than others have tend to use it to acquire an even greater share of political power.']",0,Some political thinkers hope to devise a form of government in which every citizen' s rights are respected. But such a form of government is impossible. For any government must be defined and controlled by laws that determine its powers and limits; and it is inevitable that some individuals will learn how to interpret these laws to gain a greater share of political power than others have.,2,95,3
train_2264,"In the argument above, the two portions in<b> boldface </b>play which of the following roles?","['The first is the position the argument advocates; the second presents grounds for rejecting an alternative position.', 'The first presents a strategy for achieving a certain goal; the second presents a drawback to that strategy.', 'The first is the position the argument advocates; the second is an alternative position that the argument rejects.', 'The first presents a strategy for achieving a certain goal; the second presents grounds for preferring a different goal.']",0,"A product that represents a clear technological advance over competing products can generally command a high price. Surprisingly, perhaps, <b> the strategy to maximize overall profit from a new product is to charge less than the greatest price the market will bear </b>. Many companies charge the maximum possible price for such a product, because they want to make as much profit as they can and technological advances tend to be quickly surpassed. The drawback is that <b> large profits on the new product give competitors a strong incentive to quickly match the new product' s capabilities </b>.",1,90,1
train_2275,Which one of the following describes a flaw in the reasoning of the argument above?,"['The argument fails to justify its presumption that what is true of a part of the budget is also true of the total budget.', 'The argument confuses a mere coincidence with a causal relationship.', 'The argument confuses the percentage of the budget spent on a program with the overall amount spent on that program.', 'The argument fails to consider that if more money is spent on a program, then more money cannot also be used for other purposes.']",2,"A nationwide poll of students, parents, and teachers showed that over 90 percent believe that an appropriate percentage of their school' s budget is being spent on student counseling programs. It seems, then, that any significant increase in a school' s budget should be spent on something other than student counseling programs.",0,90,3
